order_id,order_date,promised_date,shipped_date,country,store_id,channel,sku_id,quantity,unit_price,status,cancellation_reason
ORD000526,2024-12-22,2024-12-24,2024-12-22,Indonesia,ID01,Boutique,SKU0076,1,1328,Shipped,
ORD000527,2024-08-24,2024-08-27,2024-08-25,Malaysia,MY01,Boutique,SKU0087,2,1775,Shipped,
ORD000528,2024-09-03,2024-09-04,2024-09-05,Singapore,SG01,Omni,SKU0075,3,2222,Shipped,
ORD000529,2024-01-06,2024-01-09,2024-01-07,Indonesia,ID02,Ecom,SKU0018,3,6218,Shipped,
ORD000530,2024-08-11,2024-08-13,2024-08-11,Vietnam,VN02,Boutique,SKU0061,1,1463,Shipped,
ORD000531,2024-01-07,2024-01-10,2024-01-08,Singapore,SG01,Boutique,SKU0039,3,1305,Shipped,
ORD000532,2024-11-17,2024-11-19,2024-11-19,Singapore,SG01,Boutique,SKU0024,2,2435,Shipped,
ORD000533,2024-07-09,2024-07-10,2024-07-10,Vietnam,VN01,Ecom,SKU0033,1,1461,Shipped,
ORD000534,2024-07-23,2024-07-25,2024-07-24,Indonesia,ID02,Ecom,SKU0081,1,1720,Shipped,
ORD000535,2024-04-30,2024-05-02,2024-05-01,Indonesia,ID02,Boutique,SKU0100,2,3175,Shipped,
ORD000536,2024-07-06,2024-07-08,2024-07-06,Malaysia,MY02,Ecom,SKU0019,1,3269,Shipped,
ORD000537,2024-02-05,2024-02-07,2024-02-07,Thailand,TH01,Omni,SKU0005,1,3133,Shipped,
ORD000538,2024-08-19,2024-08-20,2024-08-23,Thailand,TH01,Omni,SKU0057,2,5270,Shipped,
ORD000539,2024-03-05,2024-03-06,2024-03-05,Malaysia,MY01,Omni,SKU0031,2,5332,Shipped,
ORD000540,2024-04-03,2024-04-04,2024-04-06,Singapore,SG01,Boutique,SKU0059,3,1074,Shipped,
ORD000541,2024-01-09,2024-01-10,2024-01-12,Indonesia,ID01,Omni,SKU0080,1,1341,Shipped,
ORD000542,2024-10-23,2024-10-24,2024-10-25,Singapore,SG01,Boutique,SKU0095,2,632,Shipped,
ORD000543,2024-04-19,2024-04-20,2024-04-19,Vietnam,VN01,Ecom,SKU0040,1,1562,Shipped,
ORD000544,2024-08-01,2024-08-02,2024-08-04,Singapore,SG01,Omni,SKU0008,2,3148,Shipped,
ORD000545,2024-08-26,2024-08-28,2024-08-26,Singapore,SG01,Boutique,SKU0087,1,1775,Shipped,
ORD000546,2024-04-28,2024-04-29,2024-04-30,Malaysia,MY01,Boutique,SKU0066,1,2912,Shipped,
ORD000547,2024-02-26,2024-02-28,2024-02-26,Vietnam,VN02,Boutique,SKU0095,1,632,Shipped,
ORD000548,2024-11-04,2024-11-06,2024-11-05,Singapore,SG02,Boutique,SKU0096,1,5485,Shipped,
ORD000549,2024-10-06,2024-10-07,2024-10-10,Singapore,SG01,Boutique,SKU0070,3,1946,Shipped,
ORD000550,2024-04-20,2024-04-24,2024-04-22,Indonesia,ID01,Omni,SKU0007,2,1899,Shipped,
ORD000551,2024-10-16,2024-10-18,,Vietnam,VN02,Omni,SKU0022,2,1868,Cancelled,No stock
ORD000552,2024-05-22,2024-05-23,2024-05-25,Thailand,TH02,Boutique,SKU0094,2,1092,Shipped,
ORD000553,2024-07-13,2024-07-17,2024-07-16,Thailand,TH01,Ecom,SKU0092,1,4344,Shipped,
ORD000554,2024-12-03,2024-12-06,2024-12-03,Singapore,SG01,Boutique,SKU0001,1,1505,Shipped,
ORD000555,2024-09-29,2024-09-30,2024-10-01,Malaysia,MY02,Boutique,SKU0032,1,3080,Shipped,
ORD000556,2024-11-12,2024-11-15,2024-11-13,Indonesia,ID01,Omni,SKU0006,1,1521,Shipped,
ORD000557,2024-01-01,2024-01-02,2024-01-05,Singapore,SG01,Boutique,SKU0052,1,3221,Shipped,
ORD000558,2024-01-18,2024-01-19,2024-01-19,Singapore,SG01,Ecom,SKU0083,2,805,Shipped,
ORD000559,2024-05-18,2024-05-21,2024-05-20,Vietnam,VN02,Ecom,SKU0024,1,2435,Shipped,
ORD000560,2024-03-27,2024-03-29,2024-03-28,Malaysia,MY02,Ecom,SKU0012,2,2938,Shipped,
ORD000561,2024-09-06,2024-09-07,,Vietnam,VN02,Ecom,SKU0065,1,1938,Cancelled,Address issue
ORD000562,2024-10-29,2024-10-30,2024-11-01,Vietnam,VN02,Boutique,SKU0038,1,717,Shipped,
ORD000563,2024-09-14,2024-09-16,2024-09-14,Indonesia,ID02,Boutique,SKU0084,1,2027,Shipped,
ORD000564,2024-11-24,2024-11-25,2024-11-26,Singapore,SG01,Boutique,SKU0004,3,3457,Shipped,
ORD000565,2024-03-22,2024-03-23,2024-03-25,Thailand,TH01,Boutique,SKU0047,1,3621,Shipped,
ORD000566,2024-09-14,2024-09-16,2024-09-15,Thailand,TH02,Boutique,SKU0042,1,3121,Shipped,
ORD000567,2024-06-30,2024-07-01,2024-07-01,Vietnam,VN02,Boutique,SKU0066,1,2912,Shipped,
ORD000568,2024-12-27,2024-12-28,2024-12-28,Thailand,TH02,Boutique,SKU0082,1,6080,Shipped,
ORD000569,2024-10-29,2024-10-31,2024-10-31,Singapore,SG02,Omni,SKU0094,1,1092,Shipped,
ORD000570,2024-12-04,2024-12-05,2024-12-04,Malaysia,MY02,Boutique,SKU0087,3,1775,Shipped,
ORD000571,2024-05-28,2024-05-29,2024-05-31,Vietnam,VN01,Omni,SKU0048,2,1643,Shipped,
ORD000572,2024-11-21,2024-11-22,2024-11-22,Singapore,SG01,Boutique,SKU0021,2,1349,Shipped,
ORD000573,2024-09-08,2024-09-09,2024-09-12,Thailand,TH02,Ecom,SKU0078,3,1523,Shipped,
ORD000574,2024-08-23,2024-08-24,2024-08-23,Vietnam,VN02,Ecom,SKU0088,3,1982,Shipped,
ORD000575,2024-11-11,2024-11-13,2024-11-15,Vietnam,VN02,Boutique,SKU0026,1,500,Shipped,
ORD000576,2024-11-22,2024-11-24,2024-11-24,Indonesia,ID01,Omni,SKU0090,1,3367,Shipped,
ORD000577,2024-04-04,2024-04-08,2024-04-08,Vietnam,VN02,Ecom,SKU0048,1,1643,Shipped,
ORD000578,2024-04-27,2024-04-28,2024-04-30,Singapore,SG02,Boutique,SKU0048,1,1643,Shipped,
ORD000579,2024-02-27,2024-02-28,2024-02-29,Thailand,TH02,Boutique,SKU0060,3,734,Shipped,
ORD000580,2024-12-25,2024-12-26,2024-12-28,Thailand,TH02,Boutique,SKU0066,1,2912,Shipped,
ORD000581,2024-05-31,2024-06-01,2024-05-31,Malaysia,MY01,Ecom,SKU0060,1,734,Shipped,
ORD000582,2024-11-09,2024-11-10,2024-11-14,Thailand,TH02,Ecom,SKU0002,1,957,Shipped,
ORD000583,2024-05-17,2024-05-18,2024-05-18,Singapore,SG02,Boutique,SKU0057,3,5270,Shipped,
ORD000584,2024-08-30,2024-09-01,2024-08-31,Singapore,SG02,Ecom,SKU0032,1,3080,Shipped,
ORD000585,2024-04-27,2024-04-29,2024-04-28,Indonesia,ID02,Boutique,SKU0072,2,1375,Shipped,
ORD000586,2024-09-10,2024-09-12,2024-09-12,Malaysia,MY02,Omni,SKU0056,1,604,Shipped,
ORD000587,2024-02-07,2024-02-11,2024-02-08,Singapore,SG01,Omni,SKU0006,1,1521,Shipped,
ORD000588,2024-08-31,2024-09-01,2024-09-01,Singapore,SG02,Boutique,SKU0071,1,1251,Shipped,
ORD000589,2024-01-13,2024-01-16,2024-01-18,Malaysia,MY01,Boutique,SKU0041,2,1218,Shipped,
ORD000590,2024-03-31,2024-04-03,2024-04-01,Vietnam,VN01,Omni,SKU0007,1,1899,Shipped,
ORD000591,2024-01-29,2024-02-01,2024-01-31,Indonesia,ID02,Ecom,SKU0092,1,4344,Shipped,
ORD000592,2024-12-18,2024-12-20,2024-12-19,Malaysia,MY01,Omni,SKU0051,1,5193,Shipped,
ORD000593,2024-03-04,2024-03-06,2024-03-06,Thailand,TH02,Boutique,SKU0050,2,1317,Shipped,
ORD000594,2024-01-23,2024-01-25,2024-01-24,Indonesia,ID02,Boutique,SKU0050,2,1317,Shipped,
ORD000595,2024-07-03,2024-07-04,2024-07-03,Malaysia,MY02,Boutique,SKU0009,1,3675,Shipped,
ORD000596,2024-11-11,2024-11-12,2024-11-12,Indonesia,ID02,Boutique,SKU0018,2,6218,Shipped,
ORD000597,2024-03-31,2024-04-01,2024-04-05,Malaysia,MY01,Boutique,SKU0087,1,1775,Shipped,
ORD000598,2024-12-07,2024-12-10,2024-12-08,Malaysia,MY01,Ecom,SKU0048,1,1643,Shipped,
ORD000599,2024-05-18,2024-05-19,2024-05-22,Malaysia,MY02,Boutique,SKU0021,3,1349,Shipped,
ORD000600,2024-04-18,2024-04-20,2024-04-18,Malaysia,MY02,Boutique,SKU0027,1,1066,Shipped,
ORD000601,2024-09-08,2024-09-10,2024-09-10,Indonesia,ID02,Ecom,SKU0015,1,620,Shipped,
ORD000602,2024-08-18,2024-08-19,2024-08-19,Singapore,SG02,Omni,SKU0049,3,2144,Shipped,
ORD000603,2024-05-09,2024-05-12,2024-05-11,Singapore,SG01,Boutique,SKU0080,2,1341,Shipped,
ORD000604,2024-02-15,2024-02-16,2024-02-16,Indonesia,ID02,Omni,SKU0026,2,500,Shipped,
ORD000605,2024-04-20,2024-04-21,,Malaysia,MY01,Omni,SKU0090,1,3367,Cancelled,Customer cancellation
ORD000606,2024-02-07,2024-02-08,2024-02-08,Indonesia,ID02,Boutique,SKU0057,1,5270,Shipped,
ORD000607,2024-07-06,2024-07-09,2024-07-09,Vietnam,VN01,Boutique,SKU0092,1,4344,Shipped,
ORD000608,2024-11-14,2024-11-15,2024-11-16,Singapore,SG02,Omni,SKU0088,2,1982,Shipped,
ORD000609,2024-08-30,2024-09-01,2024-09-01,Thailand,TH01,Omni,SKU0010,1,4038,Shipped,
ORD000610,2024-02-27,2024-03-02,2024-02-28,Vietnam,VN01,Boutique,SKU0061,2,1463,Shipped,
ORD000611,2024-05-19,2024-05-21,2024-05-20,Thailand,TH01,Ecom,SKU0038,2,717,Shipped,
ORD000612,2024-07-05,2024-07-06,2024-07-05,Thailand,TH02,Omni,SKU0032,3,3080,Shipped,
ORD000613,2024-05-12,2024-05-13,,Thailand,TH01,Ecom,SKU0088,1,1982,Cancelled,Customer cancellation
ORD000614,2024-08-25,2024-08-27,2024-08-30,Vietnam,VN01,Boutique,SKU0008,1,3148,Shipped,
ORD000615,2024-11-25,2024-11-26,2024-11-27,Thailand,TH02,Ecom,SKU0012,1,2938,Shipped,
ORD000616,2024-08-13,2024-08-15,2024-08-16,Vietnam,VN02,Boutique,SKU0093,1,3242,Shipped,
ORD000617,2024-01-09,2024-01-11,2024-01-10,Malaysia,MY01,Boutique,SKU0020,1,3985,Shipped,
ORD000618,2024-02-27,2024-02-29,2024-02-28,Vietnam,VN01,Boutique,SKU0058,2,1705,Shipped,
ORD000619,2024-12-27,2024-12-29,2024-12-28,Vietnam,VN02,Ecom,SKU0085,1,1663,Shipped,
ORD000620,2024-07-05,2024-07-07,2024-07-05,Malaysia,MY01,Omni,SKU0097,3,3861,Shipped,
ORD000621,2024-10-12,2024-10-15,2024-10-14,Thailand,TH02,Boutique,SKU0049,1,2144,Shipped,
ORD000622,2024-05-06,2024-05-07,2024-05-09,Singapore,SG01,Boutique,SKU0002,2,957,Shipped,
ORD000623,2024-12-01,2024-12-03,2024-12-06,Indonesia,ID02,Boutique,SKU0086,1,1940,Shipped,
ORD000624,2024-05-03,2024-05-04,2024-05-06,Indonesia,ID02,Boutique,SKU0008,3,3148,Shipped,
ORD000625,2024-09-04,2024-09-06,,Singapore,SG01,Boutique,SKU0093,2,3242,Cancelled,Customer cancellation
ORD000626,2024-05-18,2024-05-19,2024-05-22,Singapore,SG02,Boutique,SKU0006,2,1521,Shipped,
ORD000627,2024-06-21,2024-06-22,2024-06-22,Vietnam,VN01,Omni,SKU0002,3,957,Shipped,
ORD000628,2024-07-19,2024-07-21,2024-07-20,Singapore,SG02,Ecom,SKU0027,1,1066,Shipped,
ORD000629,2024-05-26,2024-05-30,2024-05-30,Indonesia,ID02,Ecom,SKU0078,2,1523,Shipped,
ORD000630,2024-12-27,2024-12-29,2024-12-30,Vietnam,VN02,Boutique,SKU0008,1,3148,Shipped,
ORD000631,2024-03-11,2024-03-14,2024-03-11,Singapore,SG01,Ecom,SKU0099,1,2292,Shipped,
ORD000632,2024-09-12,2024-09-15,2024-09-13,Thailand,TH01,Boutique,SKU0030,2,1890,Shipped,
ORD000633,2024-06-23,2024-06-25,2024-06-23,Singapore,SG02,Ecom,SKU0064,1,3999,Shipped,
ORD000634,2024-06-18,2024-06-21,2024-06-18,Singapore,SG02,Boutique,SKU0071,1,1251,Shipped,
ORD000635,2024-01-22,2024-01-23,2024-01-23,Vietnam,VN01,Ecom,SKU0099,1,2292,Shipped,
ORD000636,2024-11-07,2024-11-08,2024-11-08,Vietnam,VN01,Omni,SKU0034,1,976,Shipped,
ORD000637,2024-11-09,2024-11-11,2024-11-12,Thailand,TH02,Omni,SKU0071,1,1251,Shipped,
ORD000638,2024-07-02,2024-07-04,2024-07-03,Indonesia,ID01,Boutique,SKU0023,2,5902,Shipped,
ORD000639,2024-01-02,2024-01-04,2024-01-02,Indonesia,ID01,Boutique,SKU0037,1,1142,Shipped,
ORD000640,2024-09-19,2024-09-21,2024-09-21,Indonesia,ID02,Ecom,SKU0077,1,3890,Shipped,
ORD000641,2024-10-11,2024-10-13,2024-10-12,Vietnam,VN01,Boutique,SKU0097,2,3861,Shipped,
ORD000642,2024-11-07,2024-11-09,2024-11-08,Malaysia,MY01,Boutique,SKU0061,2,1463,Shipped,
ORD000643,2024-09-19,2024-09-21,,Malaysia,MY02,Boutique,SKU0054,1,1106,Cancelled,Customer cancellation
ORD000644,2024-06-16,2024-06-17,2024-06-16,Vietnam,VN01,Ecom,SKU0031,1,5332,Shipped,
ORD000645,2024-02-28,2024-02-29,2024-03-02,Indonesia,ID01,Boutique,SKU0061,1,1463,Shipped,
ORD000646,2024-09-23,2024-09-24,2024-09-26,Indonesia,ID02,Ecom,SKU0085,1,1663,Shipped,
ORD000647,2024-01-31,2024-02-04,2024-02-01,Vietnam,VN02,Omni,SKU0089,3,3280,Shipped,
ORD000648,2024-03-21,2024-03-22,2024-03-22,Indonesia,ID02,Boutique,SKU0081,1,1720,Shipped,
ORD000649,2024-08-23,2024-08-24,2024-08-23,Malaysia,MY01,Ecom,SKU0087,3,1775,Shipped,
ORD000650,2024-07-25,2024-07-27,2024-07-27,Singapore,SG02,Boutique,SKU0033,1,1461,Shipped,
ORD000651,2024-01-31,2024-02-01,2024-02-01,Vietnam,VN02,Boutique,SKU0002,2,957,Shipped,
ORD000652,2024-02-10,2024-02-12,2024-02-11,Indonesia,ID01,Ecom,SKU0009,1,3675,Shipped,
ORD000653,2024-08-23,2024-08-25,2024-08-24,Malaysia,MY01,Omni,SKU0027,1,1066,Shipped,
ORD000654,2024-08-25,2024-08-29,2024-08-25,Thailand,TH02,Boutique,SKU0028,2,1606,Shipped,
ORD000655,2024-03-25,2024-03-26,2024-03-25,Vietnam,VN01,Boutique,SKU0099,3,2292,Shipped,
ORD000656,2024-07-16,2024-07-19,2024-07-18,Singapore,SG02,Boutique,SKU0034,2,976,Shipped,
ORD000657,2024-08-12,2024-08-14,2024-08-16,Indonesia,ID01,Omni,SKU0089,2,3280,Shipped,
ORD000658,2024-01-21,2024-01-22,2024-01-22,Thailand,TH01,Ecom,SKU0100,2,3175,Shipped,
ORD000659,2024-12-01,2024-12-03,2024-12-01,Indonesia,ID01,Boutique,SKU0017,1,2721,Shipped,
ORD000660,2024-08-21,2024-08-22,2024-08-23,Singapore,SG01,Boutique,SKU0089,1,3280,Shipped,
ORD000661,2024-06-02,2024-06-03,2024-06-04,Singapore,SG01,Boutique,SKU0033,1,1461,Shipped,
ORD000662,2024-06-27,2024-06-29,2024-06-28,Malaysia,MY01,Omni,SKU0095,1,632,Shipped,
ORD000663,2024-01-04,2024-01-06,2024-01-07,Vietnam,VN02,Boutique,SKU0100,1,3175,Shipped,
ORD000664,2024-05-21,2024-05-22,2024-05-23,Thailand,TH01,Ecom,SKU0002,1,957,Shipped,
ORD000665,2024-11-27,2024-11-28,2024-11-30,Vietnam,VN01,Boutique,SKU0037,3,1142,Shipped,
ORD000666,2024-05-24,2024-05-26,2024-05-26,Thailand,TH01,Omni,SKU0082,2,6080,Shipped,
ORD000667,2024-04-30,2024-05-01,2024-05-01,Singapore,SG01,Omni,SKU0080,1,1341,Shipped,
ORD000668,2024-04-10,2024-04-11,2024-04-10,Indonesia,ID02,Omni,SKU0077,1,3890,Shipped,
ORD000669,2024-09-02,2024-09-05,2024-09-03,Malaysia,MY01,Boutique,SKU0092,1,4344,Shipped,
ORD000670,2024-08-13,2024-08-14,2024-08-15,Vietnam,VN02,Boutique,SKU0080,1,1341,Shipped,
ORD000671,2024-10-23,2024-10-24,2024-10-24,Singapore,SG01,Omni,SKU0048,2,1643,Shipped,
ORD000672,2024-10-20,2024-10-21,2024-10-23,Singapore,SG01,Boutique,SKU0025,2,3795,Shipped,
ORD000673,2024-01-06,2024-01-08,2024-01-09,Vietnam,VN01,Boutique,SKU0028,2,1606,Shipped,
ORD000674,2024-03-22,2024-03-23,,Malaysia,MY01,Boutique,SKU0068,1,2033,Cancelled,Customer cancellation
ORD000675,2024-10-07,2024-10-09,2024-10-08,Vietnam,VN01,Ecom,SKU0036,1,6157,Shipped,
ORD000676,2024-03-23,2024-03-25,2024-03-25,Indonesia,ID01,Ecom,SKU0016,1,1383,Shipped,
ORD000677,2024-12-26,2024-12-30,2024-12-27,Indonesia,ID01,Ecom,SKU0002,3,957,Shipped,
ORD000678,2024-10-20,2024-10-23,2024-10-22,Thailand,TH02,Ecom,SKU0097,2,3861,Shipped,
ORD000679,2024-03-05,2024-03-06,2024-03-07,Vietnam,VN01,Ecom,SKU0078,2,1523,Shipped,
ORD000680,2024-04-28,2024-04-30,,Vietnam,VN02,Boutique,SKU0013,1,2065,Cancelled,Customer cancellation
ORD000681,2024-07-10,2024-07-11,2024-07-10,Malaysia,MY02,Ecom,SKU0095,1,632,Shipped,
ORD000682,2024-01-31,2024-02-02,2024-02-01,Indonesia,ID01,Ecom,SKU0056,3,604,Shipped,
ORD000683,2024-05-15,2024-05-18,2024-05-17,Vietnam,VN01,Omni,SKU0007,3,1899,Shipped,
ORD000684,2024-03-03,2024-03-04,2024-03-07,Vietnam,VN02,Ecom,SKU0055,3,6320,Shipped,
ORD000685,2024-03-13,2024-03-15,2024-03-15,Malaysia,MY02,Boutique,SKU0005,1,3133,Shipped,
ORD000686,2024-07-07,2024-07-08,2024-07-09,Indonesia,ID02,Ecom,SKU0085,1,1663,Shipped,
ORD000687,2024-04-22,2024-04-23,2024-04-22,Indonesia,ID01,Boutique,SKU0065,3,1938,Shipped,
ORD000688,2024-11-07,2024-11-08,2024-11-10,Singapore,SG01,Boutique,SKU0099,2,2292,Shipped,
ORD000689,2024-09-01,2024-09-03,2024-09-01,Singapore,SG01,Omni,SKU0048,2,1643,Shipped,
ORD000690,2024-07-08,2024-07-09,2024-07-10,Vietnam,VN02,Boutique,SKU0026,3,500,Shipped,
ORD000691,2024-08-23,2024-08-27,2024-08-27,Indonesia,ID01,Boutique,SKU0013,1,2065,Shipped,
ORD000692,2024-05-15,2024-05-17,2024-05-18,Thailand,TH01,Ecom,SKU0071,2,1251,Shipped,
ORD000693,2024-04-16,2024-04-17,2024-04-16,Indonesia,ID02,Ecom,SKU0047,2,3621,Shipped,
ORD000694,2024-04-06,2024-04-08,2024-04-07,Indonesia,ID02,Boutique,SKU0013,1,2065,Shipped,
ORD000695,2024-06-07,2024-06-08,,Indonesia,ID01,Boutique,SKU0032,1,3080,Cancelled,No stock
ORD000696,2024-06-20,2024-06-23,2024-06-22,Vietnam,VN02,Boutique,SKU0022,3,1868,Shipped,
ORD000697,2024-12-05,2024-12-07,2024-12-08,Thailand,TH02,Boutique,SKU0099,1,2292,Shipped,
ORD000698,2024-10-18,2024-10-20,2024-10-19,Thailand,TH02,Ecom,SKU0036,2,6157,Shipped,
ORD000699,2024-03-12,2024-03-14,2024-03-14,Thailand,TH02,Omni,SKU0037,2,1142,Shipped,
ORD000700,2024-06-27,2024-06-29,2024-07-01,Vietnam,VN02,Boutique,SKU0095,1,632,Shipped,
ORD000701,2024-02-05,2024-02-06,2024-02-07,Thailand,TH02,Boutique,SKU0077,2,3890,Shipped,
ORD000702,2024-03-30,2024-04-01,,Indonesia,ID01,Boutique,SKU0011,1,1471,Cancelled,No stock
ORD000703,2024-07-11,2024-07-12,2024-07-12,Singapore,SG01,Boutique,SKU0016,3,1383,Shipped,
ORD000704,2024-06-01,2024-06-02,2024-06-03,Vietnam,VN01,Boutique,SKU0029,3,2091,Shipped,
ORD000705,2024-12-23,2024-12-25,2024-12-23,Indonesia,ID01,Boutique,SKU0036,1,6157,Shipped,
ORD000706,2024-07-14,2024-07-15,2024-07-15,Singapore,SG01,Boutique,SKU0036,1,6157,Shipped,
ORD000707,2024-10-21,2024-10-22,2024-10-21,Malaysia,MY02,Boutique,SKU0009,2,3675,Shipped,
ORD000708,2024-11-13,2024-11-15,2024-11-16,Vietnam,VN02,Ecom,SKU0039,2,1305,Shipped,
ORD000709,2024-06-26,2024-06-29,2024-06-29,Malaysia,MY02,Ecom,SKU0013,2,2065,Shipped,
ORD000710,2024-04-29,2024-05-01,2024-05-02,Malaysia,MY02,Boutique,SKU0088,2,1982,Shipped,
ORD000711,2024-09-06,2024-09-08,2024-09-07,Malaysia,MY02,Ecom,SKU0095,1,632,Shipped,
ORD000712,2024-12-18,2024-12-20,2024-12-20,Singapore,SG02,Omni,SKU0089,2,3280,Shipped,
ORD000713,2024-05-31,2024-06-03,2024-06-01,Indonesia,ID01,Boutique,SKU0032,1,3080,Shipped,
ORD000714,2024-02-27,2024-02-28,2024-02-28,Malaysia,MY01,Boutique,SKU0004,1,3457,Shipped,
ORD000715,2024-01-12,2024-01-13,2024-01-14,Indonesia,ID01,Ecom,SKU0066,1,2912,Shipped,
ORD000716,2024-06-12,2024-06-13,2024-06-17,Singapore,SG02,Boutique,SKU0036,2,6157,Shipped,
ORD000717,2024-09-17,2024-09-19,2024-09-17,Indonesia,ID02,Ecom,SKU0043,1,1125,Shipped,
ORD000718,2024-12-03,2024-12-05,2024-12-03,Vietnam,VN02,Ecom,SKU0056,1,604,Shipped,
ORD000719,2024-08-31,2024-09-01,2024-09-01,Singapore,SG02,Boutique,SKU0040,2,1562,Shipped,
ORD000720,2024-12-20,2024-12-22,2024-12-20,Vietnam,VN02,Boutique,SKU0070,2,1946,Shipped,
ORD000721,2024-06-15,2024-06-18,2024-06-19,Vietnam,VN02,Boutique,SKU0095,1,632,Shipped,
ORD000722,2024-04-02,2024-04-03,2024-04-03,Malaysia,MY02,Boutique,SKU0064,1,3999,Shipped,
ORD000723,2024-07-13,2024-07-15,2024-07-15,Vietnam,VN01,Omni,SKU0059,1,1074,Shipped,
ORD000724,2024-12-09,2024-12-10,2024-12-10,Malaysia,MY01,Ecom,SKU0091,2,1033,Shipped,
ORD000725,2024-03-18,2024-03-19,2024-03-21,Singapore,SG02,Omni,SKU0044,1,3020,Shipped,
ORD000726,2024-12-27,2024-12-31,2024-12-31,Vietnam,VN02,Ecom,SKU0034,1,976,Shipped,
ORD000727,2024-03-30,2024-03-31,2024-04-01,Singapore,SG01,Omni,SKU0068,2,2033,Shipped,
ORD000728,2024-01-24,2024-01-25,2024-01-25,Vietnam,VN01,Ecom,SKU0093,1,3242,Shipped,
ORD000729,2024-02-07,2024-02-10,2024-02-09,Thailand,TH01,Boutique,SKU0092,1,4344,Shipped,
ORD000730,2024-10-04,2024-10-06,2024-10-06,Singapore,SG02,Boutique,SKU0099,1,2292,Shipped,
ORD000731,2024-06-16,2024-06-18,2024-06-16,Thailand,TH02,Ecom,SKU0068,2,2033,Shipped,
ORD000732,2024-07-14,2024-07-15,2024-07-14,Malaysia,MY01,Omni,SKU0067,1,4695,Shipped,
ORD000733,2024-10-16,2024-10-18,2024-10-17,Thailand,TH02,Boutique,SKU0063,1,2798,Shipped,
ORD000734,2024-11-12,2024-11-14,2024-11-13,Malaysia,MY02,Omni,SKU0029,3,2091,Shipped,
ORD000735,2024-07-23,2024-07-26,2024-07-25,Singapore,SG02,Boutique,SKU0020,1,3985,Shipped,
ORD000736,2024-11-25,2024-11-27,2024-11-28,Thailand,TH01,Boutique,SKU0046,1,4751,Shipped,
ORD000737,2024-02-10,2024-02-12,2024-02-11,Vietnam,VN02,Boutique,SKU0064,1,3999,Shipped,
ORD000738,2024-05-29,2024-05-30,2024-05-30,Vietnam,VN01,Ecom,SKU0024,3,2435,Shipped,
ORD000739,2024-12-18,2024-12-21,2024-12-18,Singapore,SG01,Boutique,SKU0034,2,976,Shipped,
ORD000740,2024-09-12,2024-09-15,2024-09-13,Thailand,TH02,Ecom,SKU0004,2,3457,Shipped,
ORD000741,2024-09-06,2024-09-08,,Indonesia,ID01,Boutique,SKU0055,3,6320,Cancelled,Payment failure
ORD000742,2024-12-24,2024-12-26,2024-12-25,Malaysia,MY02,Ecom,SKU0053,1,1846,Shipped,
ORD000743,2024-08-29,2024-08-30,2024-09-01,Indonesia,ID02,Omni,SKU0061,2,1463,Shipped,
ORD000744,2024-06-15,2024-06-18,2024-06-16,Vietnam,VN01,Boutique,SKU0085,1,1663,Shipped,
ORD000745,2024-05-25,2024-05-26,2024-05-25,Thailand,TH02,Boutique,SKU0011,3,1471,Shipped,
ORD000746,2024-02-25,2024-02-26,2024-02-26,Singapore,SG01,Boutique,SKU0082,1,6080,Shipped,
ORD000747,2024-10-18,2024-10-20,2024-10-20,Malaysia,MY01,Ecom,SKU0043,1,1125,Shipped,
ORD000748,2024-01-09,2024-01-11,2024-01-10,Singapore,SG02,Ecom,SKU0094,2,1092,Shipped,
ORD000749,2024-12-21,2024-12-23,2024-12-24,Vietnam,VN01,Omni,SKU0065,2,1938,Shipped,
ORD000750,2024-12-07,2024-12-09,2024-12-07,Singapore,SG02,Boutique,SKU0052,2,3221,Shipped,
ORD000751,2024-11-11,2024-11-13,2024-11-13,Singapore,SG02,Boutique,SKU0064,2,3999,Shipped,
ORD000752,2024-09-23,2024-09-26,,Thailand,TH01,Boutique,SKU0004,1,3457,Cancelled,Address issue
ORD000753,2024-04-22,2024-04-23,2024-04-24,Vietnam,VN02,Boutique,SKU0053,2,1846,Shipped,
ORD000754,2024-01-13,2024-01-15,2024-01-14,Indonesia,ID02,Ecom,SKU0078,1,1523,Shipped,
ORD000755,2024-06-09,2024-06-12,2024-06-14,Malaysia,MY02,Boutique,SKU0015,1,620,Shipped,
ORD000756,2024-09-23,2024-09-24,2024-09-26,Singapore,SG02,Boutique,SKU0014,2,2766,Shipped,
ORD000757,2024-04-11,2024-04-12,2024-04-12,Thailand,TH02,Boutique,SKU0098,1,3399,Shipped,
ORD000758,2024-08-13,2024-08-16,2024-08-15,Thailand,TH02,Ecom,SKU0014,1,2766,Shipped,
ORD000759,2024-03-07,2024-03-08,,Singapore,SG02,Ecom,SKU0052,1,3221,Cancelled,Payment failure
ORD000760,2024-03-08,2024-03-10,,Singapore,SG02,Boutique,SKU0065,2,1938,Cancelled,Address issue
ORD000761,2024-08-31,2024-09-02,2024-09-04,Malaysia,MY01,Boutique,SKU0040,2,1562,Shipped,
ORD000762,2024-06-06,2024-06-07,2024-06-08,Indonesia,ID01,Ecom,SKU0034,2,976,Shipped,
ORD000763,2024-10-31,2024-11-02,2024-11-01,Malaysia,MY02,Boutique,SKU0065,3,1938,Shipped,
ORD000764,2024-07-28,2024-07-30,2024-07-28,Singapore,SG01,Omni,SKU0039,2,1305,Shipped,
